gene_name	avg_error_rate_diff	n_calls	abs_error_rate_diff	performance	max_diff
GCSH	-8.42508050489272e-6	38	8.42508050489272e-6	locityper_better	0.39852575012079167
GDF3	-0.0017184495034500624	38	0.0017184495034500624	locityper_better	0.39852575012079167
GIP	-5.030718040822878e-5	38	5.030718040822878e-5	locityper_better	0.39852575012079167
GOLGA3	4.164787165173067e-5	38	4.164787165173067e-5	cosigt_better	0.39852575012079167
GP1BA	0.056536928967323465	38	0.056536928967323465	cosigt_better	0.39852575012079167
GP6	-1.9150166624220207e-4	38	1.9150166624220207e-4	locityper_better	0.39852575012079167
GPI	-4.0417558980138785e-4	38	4.0417558980138785e-4	locityper_better	0.39852575012079167
GPIHBP1	0.0036667885468834446	37	0.0036667885468834446	cosigt_better	0.39852575012079167
GRIN1	-3.3491246624693224e-5	38	3.3491246624693224e-5	locityper_better	0.39852575012079167
GUSB	3.9117319752365995e-5	38	3.9117319752365995e-5	cosigt_better	0.39852575012079167
H19	0.0017668183932480527	38	0.0017668183932480527	cosigt_better	0.39852575012079167
HBG1	-0.011320159944212795	38	0.011320159944212795	locityper_better	0.39852575012079167
HBM	-0.004775374675020119	37	0.004775374675020119	locityper_better	0.39852575012079167
HCN2	-7.907111795631111e-6	38	7.907111795631111e-6	locityper_better	0.39852575012079167
HCN3	3.186182457580999e-6	38	3.186182457580999e-6	cosigt_better	0.39852575012079167
HLA-A	0.055431521234284055	38	0.055431521234284055	cosigt_better	0.39852575012079167
HLA-B	-6.910246759084645e-6	38	6.910246759084645e-6	locityper_better	0.39852575012079167
HLA-C	4.8622652285498655e-6	38	4.8622652285498655e-6	cosigt_better	0.39852575012079167
HLA-DMA	3.2838020725007884e-7	38	3.2838020725007884e-7	cosigt_better	0.39852575012079167
HLA-DMB	-1.5118186644102937e-4	38	1.5118186644102937e-4	locityper_better	0.39852575012079167
HLA-DOA	-4.944568345159694e-5	38	4.944568345159694e-5	locityper_better	0.39852575012079167
HLA-DPA1	-2.0287620121212685e-5	38	2.0287620121212685e-5	locityper_better	0.39852575012079167
HLA-DPB2	-1.5982602215555137e-5	38	1.5982602215555137e-5	locityper_better	0.39852575012079167
HLA-DQA1	0.009652590747831202	38	0.009652590747831202	cosigt_better	0.39852575012079167
HLA-DQA2	-5.332042000182359e-5	38	5.332042000182359e-5	locityper_better	0.39852575012079167
HLA-DQB1	0.015902340227643676	23	0.015902340227643676	cosigt_better	0.39852575012079167
HLA-DQB2	-1.3882339441069198e-5	38	1.3882339441069198e-5	locityper_better	0.39852575012079167
HLA-DRA	-4.527431116225765e-4	38	4.527431116225765e-4	locityper_better	0.39852575012079167
HLA-DRB5	0.11612538043646764	38	0.11612538043646764	cosigt_better	0.39852575012079167
HLA-E	-6.966747989011173e-5	38	6.966747989011173e-5	locityper_better	0.39852575012079167
HLA-F	-1.7338730067857085e-4	38	1.7338730067857085e-4	locityper_better	0.39852575012079167
HLA-G	-7.210544532736133e-6	38	7.210544532736133e-6	locityper_better	0.39852575012079167
HLA-J	-1.744789701143663e-5	38	1.744789701143663e-5	locityper_better	0.39852575012079167
HLA-L	4.2756942206676966e-5	38	4.2756942206676966e-5	cosigt_better	0.39852575012079167
HLA-N	9.016775937754119e-5	38	9.016775937754119e-5	cosigt_better	0.39852575012079167
HLA-S	-3.612279698423863e-5	38	3.612279698423863e-5	locityper_better	0.39852575012079167
HMGCL	3.6734555423586075e-5	38	3.6734555423586075e-5	cosigt_better	0.39852575012079167
HMX1	5.3866531772421925e-6	38	5.3866531772421925e-6	cosigt_better	0.39852575012079167
HNF1A	-9.305770525866359e-4	38	9.305770525866359e-4	locityper_better	0.39852575012079167
HOXB8	-2.8733362398765405e-4	38	2.8733362398765405e-4	locityper_better	0.39852575012079167
HPD	-2.8201970157208027e-4	37	2.8201970157208027e-4	locityper_better	0.39852575012079167
HSD11B2	-1.3810656428614954e-5	38	1.3810656428614954e-5	locityper_better	0.39852575012079167
HYAL1	0.13947677442263637	38	0.13947677442263637	cosigt_better	0.39852575012079167
HYDIN	1.8048470050376233e-4	37	1.8048470050376233e-4	cosigt_better	0.39852575012079167
IFITM3	-0.01454614186861636	38	0.01454614186861636	locityper_better	0.39852575012079167
IFNL3	2.0874013777921757e-4	38	2.0874013777921757e-4	cosigt_better	0.39852575012079167
IKBKB	0.007854258075288929	38	0.007854258075288929	cosigt_better	0.39852575012079167
IMPA1	5.2755127560332345e-5	38	5.2755127560332345e-5	cosigt_better	0.39852575012079167
INPP5E	1.9006955524837377e-4	38	1.9006955524837377e-4	cosigt_better	0.39852575012079167
INSL3	-8.035977980738057e-5	38	8.035977980738057e-5	locityper_better	0.39852575012079167
JAG2	-0.004329876989982095	37	0.004329876989982095	locityper_better	0.39852575012079167
KCNE1	8.710528624789544e-4	38	8.710528624789544e-4	cosigt_better	0.39852575012079167
KCNK1	1.2393412403993975e-6	38	1.2393412403993975e-6	cosigt_better	0.39852575012079167
KCNK10	-1.544430457303879e-11	38	1.544430457303879e-11	locityper_better	0.39852575012079167
KCNK12	2.3449535419497593e-6	38	2.3449535419497593e-6	cosigt_better	0.39852575012079167
KCNK13	-3.8754307980573775e-6	38	3.8754307980573775e-6	locityper_better	0.39852575012079167
KCNK15	-1.730199163125922e-4	38	1.730199163125922e-4	locityper_better	0.39852575012079167
KCNK17	-5.0787224966330355e-5	38	5.0787224966330355e-5	locityper_better	0.39852575012079167
KCNK18	4.259494658573196e-5	38	4.259494658573196e-5	cosigt_better	0.39852575012079167
KCNK2	-3.0697552094486245e-6	37	3.0697552094486245e-6	locityper_better	0.39852575012079167
KCNK3	7.204750721459523e-4	38	7.204750721459523e-4	cosigt_better	0.39852575012079167
KCNK4	-3.551181559349455e-5	38	3.551181559349455e-5	locityper_better	0.39852575012079167
KCNK5	2.500676727893981e-5	38	2.500676727893981e-5	cosigt_better	0.39852575012079167
KCNK6	-5.0793615127490136e-5	38	5.0793615127490136e-5	locityper_better	0.39852575012079167
KCNK7	-4.716456467149924e-5	38	4.716456467149924e-5	locityper_better	0.39852575012079167
KCNK9	1.893868020352962e-5	38	1.893868020352962e-5	cosigt_better	0.39852575012079167
KCNV2	-6.059385796347611e-4	38	6.059385796347611e-4	locityper_better	0.39852575012079167
KDM2B	9.853602183537071e-6	38	9.853602183537071e-6	cosigt_better	0.39852575012079167
KIR3DL2	0.2883620080580924	38	0.2883620080580924	cosigt_better	0.39852575012079167
KISS1	-1.0920364361820698e-4	38	1.0920364361820698e-4	locityper_better	0.39852575012079167
KISS1R	-5.19228004045176e-4	36	5.19228004045176e-4	locityper_better	0.39852575012079167
KLF11	-2.3173404531631628e-4	38	2.3173404531631628e-4	locityper_better	0.39852575012079167
KLF14	-1.0455772810036636e-4	38	1.0455772810036636e-4	locityper_better	0.39852575012079167
KLK4	0.02000500048643373	38	0.02000500048643373	cosigt_better	0.39852575012079167
KMT2C	1.1493463131031062e-4	38	1.1493463131031062e-4	cosigt_better	0.39852575012079167
KNG1	-4.977885560057181e-5	38	4.977885560057181e-5	locityper_better	0.39852575012079167
KRTAP1-1	0.19600280321393415	37	0.19600280321393415	cosigt_better	0.39852575012079167
LAMB1	1.3261077194210187e-4	38	1.3261077194210187e-4	cosigt_better	0.39852575012079167
LBR	1.391513758219596e-5	38	1.391513758219596e-5	cosigt_better	0.39852575012079167
LIPN	-2.693542374926632e-4	38	2.693542374926632e-4	locityper_better	0.39852575012079167
LIX1	8.792202563114028e-6	38	8.792202563114028e-6	cosigt_better	0.39852575012079167
LMF1	1.5950906219142593e-4	37	1.5950906219142593e-4	cosigt_better	0.39852575012079167
LMNB2	-0.0020186830806987704	37	0.0020186830806987704	locityper_better	0.39852575012079167
LRIG2	2.0033524037917166e-6	38	2.0033524037917166e-6	cosigt_better	0.39852575012079167
LZTFL1	1.2186642080787643e-4	38	1.2186642080787643e-4	cosigt_better	0.39852575012079167
MAFA	3.789847277320866e-4	38	3.789847277320866e-4	cosigt_better	0.39852575012079167
MAN1B1	2.0164434106068646e-5	38	2.0164434106068646e-5	cosigt_better	0.39852575012079167
MARVELD2	-2.7362910631747505e-5	38	2.7362910631747505e-5	locityper_better	0.39852575012079167
MASP2	-1.2313157822205274e-4	38	1.2313157822205274e-4	locityper_better	0.39852575012079167
MBOAT7	1.5104644591717897e-4	38	1.5104644591717897e-4	cosigt_better	0.39852575012079167
MC1R	-1.6208561816837954e-4	37	1.6208561816837954e-4	locityper_better	0.39852575012079167
MDK	0.0011233952428867913	38	0.0011233952428867913	cosigt_better	0.39852575012079167
MICB	0.35426677460307193	38	0.35426677460307193	cosigt_better	0.39852575012079167
MLC1	1.6554462753169796e-5	38	1.6554462753169796e-5	cosigt_better	0.39852575012079167
MLPH	-0.0010340254991709288	38	0.0010340254991709288	locityper_better	0.39852575012079167
MOGS	-0.0017897459384763603	38	0.0017897459384763603	locityper_better	0.39852575012079167
MPG	-0.01575742341858435	37	0.01575742341858435	locityper_better	0.39852575012079167
MST1R	-8.965179105019703e-6	38	8.965179105019703e-6	locityper_better	0.39852575012079167
MUC1	-0.007744046580336958	37	0.007744046580336958	locityper_better	0.39852575012079167
MUC12	0.21645918142816373	36	0.21645918142816373	cosigt_better	0.39852575012079167
MUC13	1.5776946601270546e-5	38	1.5776946601270546e-5	cosigt_better	0.39852575012079167
MUC15	-6.592463304949981e-4	38	6.592463304949981e-4	locityper_better	0.39852575012079167
MUC16	2.338023123420235e-6	37	2.338023123420235e-6	cosigt_better	0.39852575012079167
MUC19	0.0018258963222015534	38	0.0018258963222015534	cosigt_better	0.39852575012079167
MUC2	0.00376349245925045	37	0.00376349245925045	cosigt_better	0.39852575012079167
MUC20	0.12052777888906539	26	0.12052777888906539	cosigt_better	0.39852575012079167
MUC21	-3.830357774090261e-4	38	3.830357774090261e-4	locityper_better	0.39852575012079167
MUC22	8.087628182435008e-4	38	8.087628182435008e-4	cosigt_better	0.39852575012079167
MUC4	-0.00482833666443049	38	0.00482833666443049	locityper_better	0.39852575012079167
MUC5AC	0.003930013612601449	38	0.003930013612601449	cosigt_better	0.39852575012079167
MUC5B	0.0012331278919072515	38	0.0012331278919072515	cosigt_better	0.39852575012079167
MUC6	0.09423836223219086	38	0.09423836223219086	cosigt_better	0.39852575012079167
MUC7	9.276153302386277e-6	38	9.276153302386277e-6	cosigt_better	0.39852575012079167
MUSK	-3.616684202487112e-4	38	3.616684202487112e-4	locityper_better	0.39852575012079167
MYO9B	2.4600660530464178e-6	38	2.4600660530464178e-6	cosigt_better	0.39852575012079167
MYOT	-2.3322223269706076e-5	38	2.3322223269706076e-5	locityper_better	0.39852575012079167
MYT1	-1.2332846603438762e-4	38	1.2332846603438762e-4	locityper_better	0.39852575012079167
NACA	1.714231757304115e-4	38	1.714231757304115e-4	cosigt_better	0.39852575012079167
NDUFA6	-2.5975169008642152e-5	38	2.5975169008642152e-5	locityper_better	0.39852575012079167
NDUFAF1	4.027852322403318e-4	38	4.027852322403318e-4	cosigt_better	0.39852575012079167
NDUFB1	-1.6198200394107112e-4	38	1.6198200394107112e-4	locityper_better	0.39852575012079167
NDUFV3	-1.7203173036149994e-4	38	1.7203173036149994e-4	locityper_better	0.39852575012079167
NLRP12	-3.399409430892878e-5	38	3.399409430892878e-5	locityper_better	0.39852575012079167
NLRP2	-2.1688724846951788e-4	38	2.1688724846951788e-4	locityper_better	0.39852575012079167
NOD1	-0.008879405817726026	38	0.008879405817726026	locityper_better	0.39852575012079167
NPM1	-1.2936451805104407e-4	38	1.2936451805104407e-4	locityper_better	0.39852575012079167
NPPA	-8.557902819277934e-5	38	8.557902819277934e-5	locityper_better	0.39852575012079167
OPRL1	-0.015626004470555316	38	0.015626004470555316	locityper_better	0.39852575012079167
ORC6	-4.6636744309054773e-4	38	4.6636744309054773e-4	locityper_better	0.39852575012079167
P2RX2	-1.456217046905408e-4	38	1.456217046905408e-4	locityper_better	0.39852575012079167
P2RX5	-0.0024873521787030675	37	0.0024873521787030675	locityper_better	0.39852575012079167
PAPSS2	-3.3184557317837705e-5	38	3.3184557317837705e-5	locityper_better	0.39852575012079167
PCBP1	-1.4573663991711118e-4	38	1.4573663991711118e-4	locityper_better	0.39852575012079167
PCCB	0.016038768887375713	38	0.016038768887375713	cosigt_better	0.39852575012079167
PCDHA10	0.042967382752520614	38	0.042967382752520614	cosigt_better	0.39852575012079167
PCMT1	2.1233821338806748e-4	38	2.1233821338806748e-4	cosigt_better	0.39852575012079167
PDE6B	0.020140758618805543	38	0.020140758618805543	cosigt_better	0.39852575012079167
PDLIM3	0.002792738794411318	38	0.002792738794411318	cosigt_better	0.39852575012079167
PDPK1	0.03012537567259663	38	0.03012537567259663	cosigt_better	0.39852575012079167
PDSS1	8.283816675575794e-4	38	8.283816675575794e-4	cosigt_better	0.39852575012079167
PEX5	-5.872969841880928e-4	38	5.872969841880928e-4	locityper_better	0.39852575012079167
PGAM5	-3.9760392315448136e-4	38	3.9760392315448136e-4	locityper_better	0.39852575012079167
PHKG2	-0.0072221013827545874	38	0.0072221013827545874	locityper_better	0.39852575012079167
PIGV	-4.6479482497957915e-5	38	4.6479482497957915e-5	locityper_better	0.39852575012079167
PKD1	4.909681223787231e-4	35	4.909681223787231e-4	cosigt_better	0.39852575012079167
PKN3	5.393954406793316e-5	38	5.393954406793316e-5	cosigt_better	0.39852575012079167
PLTP	0.006664314473106752	38	0.006664314473106752	cosigt_better	0.39852575012079167
PNKP	4.190893178985021e-4	38	4.190893178985021e-4	cosigt_better	0.39852575012079167
PPIA	3.453681174207135e-5	38	3.453681174207135e-5	cosigt_better	0.39852575012079167
PPIP5K1	0.23288539265719618	38	0.23288539265719618	cosigt_better	0.39852575012079167
PRG4	3.934748213155085e-4	38	3.934748213155085e-4	cosigt_better	0.39852575012079167
PRKCG	-1.9281044633071752e-4	38	1.9281044633071752e-4	locityper_better	0.39852575012079167
PROZ	-0.0013718090388352595	38	0.0013718090388352595	locityper_better	0.39852575012079167
PSPH	1.6484704417744272e-5	38	1.6484704417744272e-5	cosigt_better	0.39852575012079167
PTEN	2.658686106958277e-5	38	2.658686106958277e-5	cosigt_better	0.39852575012079167
PTK6	-5.780531681788111e-4	38	5.780531681788111e-4	locityper_better	0.39852575012079167
PTPRC	-6.077831466911207e-6	38	6.077831466911207e-6	locityper_better	0.39852575012079167
PXDN	-4.380989012243776e-6	38	4.380989012243776e-6	locityper_better	0.39852575012079167
RFX2	2.9943771108324225e-5	37	2.9943771108324225e-5	cosigt_better	0.39852575012079167
RGPD3	2.708566620566131e-4	38	2.708566620566131e-4	cosigt_better	0.39852575012079167
RHCE	0.22530078704376677	38	0.22530078704376677	cosigt_better	0.39852575012079167
RHOA	-1.2536737424055858e-5	38	1.2536737424055858e-5	locityper_better	0.39852575012079167
RNF212	6.45933743681327e-5	38	6.45933743681327e-5	cosigt_better	0.39852575012079167
RNF213	7.301538034669578e-5	38	7.301538034669578e-5	cosigt_better	0.39852575012079167
RPIA	-0.0013788149444557444	38	0.0013788149444557444	locityper_better	0.39852575012079167
RPL22	-2.017969631989981e-5	38	2.017969631989981e-5	locityper_better	0.39852575012079167
RPN1	-0.004896747170547528	38	0.004896747170547528	locityper_better	0.39852575012079167
SAR1B	5.520984714655019e-5	38	5.520984714655019e-5	cosigt_better	0.39852575012079167
SBK3	8.994796773509849e-5	38	8.994796773509849e-5	cosigt_better	0.39852575012079167
SEC63	2.4520373657578354e-5	38	2.4520373657578354e-5	cosigt_better	0.39852575012079167
SEMG1	-1.803567037371472e-4	38	1.803567037371472e-4	locityper_better	0.39852575012079167
SERPINF2	0.010195415211607389	38	0.010195415211607389	cosigt_better	0.39852575012079167
SH2B1	-7.494303983135524e-4	38	7.494303983135524e-4	locityper_better	0.39852575012079167
SIGLEC16	2.3007997680165236e-5	38	2.3007997680165236e-5	cosigt_better	0.39852575012079167
SLC17A5	-2.4310623696012103e-4	38	2.4310623696012103e-4	locityper_better	0.39852575012079167
SLC22A1	-7.210848099360291e-4	38	7.210848099360291e-4	locityper_better	0.39852575012079167
SLC22A12	-4.0883665106837785e-4	38	4.0883665106837785e-4	locityper_better	0.39852575012079167
SLC27A4	6.831021829415601e-6	38	6.831021829415601e-6	cosigt_better	0.39852575012079167
SLC27A5	-1.998628150370382e-4	37	1.998628150370382e-4	locityper_better	0.39852575012079167
SLC29A4	6.36535566280576e-6	38	6.36535566280576e-6	cosigt_better	0.39852575012079167
SLC6A18	-3.5672464010016205e-4	38	3.5672464010016205e-4	locityper_better	0.39852575012079167
SLC6A3	8.292983535119939e-4	38	8.292983535119939e-4	cosigt_better	0.39852575012079167
SMG1	3.2649361535954906e-5	37	3.2649361535954906e-5	cosigt_better	0.39852575012079167
SMOC2	1.2328394678948857e-4	38	1.2328394678948857e-4	cosigt_better	0.39852575012079167
SNTG2	9.593154709853885e-4	37	9.593154709853885e-4	cosigt_better	0.39852575012079167
SOHLH1	-4.681798654134745e-5	38	4.681798654134745e-5	locityper_better	0.39852575012079167
SPI1	-0.0032396608205569107	38	0.0032396608205569107	locityper_better	0.39852575012079167
SPRN	0.011729296171237663	38	0.011729296171237663	cosigt_better	0.39852575012079167
SRR	1.7001439954707177e-4	38	1.7001439954707177e-4	cosigt_better	0.39852575012079167
SSTR5	-1.9862370027059036e-4	38	1.9862370027059036e-4	locityper_better	0.39852575012079167
STK11	1.2155077900029036e-5	38	1.2155077900029036e-5	cosigt_better	0.39852575012079167
STXBP2	-3.263190904771934e-4	38	3.263190904771934e-4	locityper_better	0.39852575012079167
SUZ12	4.7059769617262976e-5	38	4.7059769617262976e-5	cosigt_better	0.39852575012079167
TAP1	-2.1677819420042263e-5	38	2.1677819420042263e-5	locityper_better	0.39852575012079167
TAP2	7.057108926649894e-6	38	7.057108926649894e-6	cosigt_better	0.39852575012079167
TBXA2R	8.255017774156696e-5	37	8.255017774156696e-5	cosigt_better	0.39852575012079167
TCF3	-4.939526598081543e-4	38	4.939526598081543e-4	locityper_better	0.39852575012079167
TERT	-0.00244473600280938	38	0.00244473600280938	locityper_better	0.39852575012079167
THBS2	-3.563414353257219e-4	38	3.563414353257219e-4	locityper_better	0.39852575012079167
TJP2	4.636337563784325e-4	37	4.636337563784325e-4	cosigt_better	0.39852575012079167
TM4SF19	0.0014820353634880006	37	0.0014820353634880006	cosigt_better	0.39852575012079167
TMC6	-1.4000621035576905e-4	38	1.4000621035576905e-4	locityper_better	0.39852575012079167
TNNI3	-0.0016341876834961263	38	0.0016341876834961263	locityper_better	0.39852575012079167
TNNT1	-0.0014760179903292644	38	0.0014760179903292644	locityper_better	0.39852575012079167
TPCN2	-4.0884961318421293e-5	38	4.0884961318421293e-5	locityper_better	0.39852575012079167
