gene_name	quality	n	total	percent
HLA-DRA	low: >17, <= 23	4	76	5.263157894736842
HLA-DRA	mid: >23, <=33	1	76	1.3157894736842104
HLA-DRA	high: >33	71	76	93.42105263157895
HLA-DRB5	high: >33	76	76	100
HLA-E	mid: >23, <=33	2	76	2.631578947368421
HLA-E	high: >33	74	76	97.36842105263158
HLA-F	mid: >23, <=33	11	76	14.473684210526317
HLA-F	high: >33	65	76	85.52631578947368
HLA-G	high: >33	76	76	100
HLA-J	high: >33	76	76	100
HLA-L	mid: >23, <=33	1	76	1.3157894736842104
HLA-L	high: >33	75	76	98.68421052631578
HLA-N	high: >33	76	76	100
HLA-S	mid: >23, <=33	4	76	5.263157894736842
HLA-S	high: >33	72	76	94.73684210526315
HMGCL	mid: >23, <=33	4	76	5.263157894736842
HMGCL	high: >33	72	76	94.73684210526315
HMX1	high: >33	76	76	100
HNF1A	low: >17, <= 23	1	76	1.3157894736842104
HNF1A	mid: >23, <=33	11	76	14.473684210526317
HNF1A	high: >33	64	76	84.21052631578947
HOXB8	mid: >23, <=33	1	76	1.3157894736842104
HOXB8	high: >33	75	76	98.68421052631578
HPD	high: >33	74	74	100
HSD11B2	mid: >23, <=33	8	76	10.526315789473683
HSD11B2	high: >33	68	76	89.47368421052632
HYAL1	very low: <= 17	11	76	14.473684210526317
HYAL1	low: >17, <= 23	2	76	2.631578947368421
HYAL1	mid: >23, <=33	12	76	15.789473684210526
HYAL1	high: >33	51	76	67.10526315789474
HYDIN	high: >33	74	74	100
IFITM3	very low: <= 17	5	76	6.578947368421052
IFITM3	low: >17, <= 23	1	76	1.3157894736842104
IFITM3	high: >33	70	76	92.10526315789474
IFNL3	mid: >23, <=33	3	76	3.9473684210526314
IFNL3	high: >33	73	76	96.05263157894737
IKBKB	high: >33	76	76	100
IMPA1	mid: >23, <=33	3	76	3.9473684210526314
IMPA1	high: >33	73	76	96.05263157894737
INPP5E	low: >17, <= 23	24	76	31.57894736842105
INPP5E	mid: >23, <=33	5	76	6.578947368421052
INPP5E	high: >33	47	76	61.8421052631579
INSL3	high: >33	76	76	100
JAG2	very low: <= 17	3	74	4.054054054054054
JAG2	low: >17, <= 23	1	74	1.3513513513513513
JAG2	mid: >23, <=33	2	74	2.7027027027027026
JAG2	high: >33	68	74	91.8918918918919
KCNE1	mid: >23, <=33	1	76	1.3157894736842104
KCNE1	high: >33	75	76	98.68421052631578
KCNK1	high: >33	76	76	100
KCNK10	high: >33	76	76	100
KCNK12	high: >33	76	76	100
KCNK13	high: >33	76	76	100
KCNK15	high: >33	76	76	100
KCNK17	high: >33	76	76	100
KCNK18	mid: >23, <=33	1	76	1.3157894736842104
KCNK18	high: >33	75	76	98.68421052631578
KCNK2	high: >33	74	74	100
KCNK3	high: >33	76	76	100
KCNK4	high: >33	76	76	100
KCNK5	high: >33	76	76	100
KCNK6	mid: >23, <=33	3	76	3.9473684210526314
KCNK6	high: >33	73	76	96.05263157894737
KCNK7	high: >33	76	76	100
KCNK9	high: >33	76	76	100
KCNV2	mid: >23, <=33	8	76	10.526315789473683
KCNV2	high: >33	68	76	89.47368421052632
KDM2B	high: >33	76	76	100
KIR3DL2	high: >33	76	76	100
KISS1	high: >33	76	76	100
KISS1R	mid: >23, <=33	5	72	6.944444444444445
KISS1R	high: >33	67	72	93.05555555555556
KLF11	mid: >23, <=33	14	76	18.421052631578945
KLF11	high: >33	62	76	81.57894736842105
KLF14	mid: >23, <=33	1	76	1.3157894736842104
KLF14	high: >33	75	76	98.68421052631578
KLK4	low: >17, <= 23	1	76	1.3157894736842104
KLK4	high: >33	75	76	98.68421052631578
KMT2C	high: >33	76	76	100
KNG1	high: >33	76	76	100
KRTAP1-1	mid: >23, <=33	3	74	4.054054054054054
KRTAP1-1	high: >33	71	74	95.94594594594594
LAMB1	high: >33	76	76	100
LBR	high: >33	76	76	100
LIPN	mid: >23, <=33	6	76	7.894736842105263
LIPN	high: >33	70	76	92.10526315789474
LIX1	high: >33	76	76	100
LMF1	high: >33	74	74	100
LMNB2	low: >17, <= 23	3	74	4.054054054054054
LMNB2	mid: >23, <=33	1	74	1.3513513513513513
LMNB2	high: >33	70	74	94.5945945945946
LRIG2	high: >33	76	76	100
LZTFL1	high: >33	76	76	100
MAFA	mid: >23, <=33	2	76	2.631578947368421
MAFA	high: >33	74	76	97.36842105263158
MAN1B1	mid: >23, <=33	2	76	2.631578947368421
MAN1B1	high: >33	74	76	97.36842105263158
MARVELD2	mid: >23, <=33	6	76	7.894736842105263
MARVELD2	high: >33	70	76	92.10526315789474
MASP2	mid: >23, <=33	10	76	13.157894736842104
MASP2	high: >33	66	76	86.8421052631579
MBOAT7	low: >17, <= 23	1	76	1.3157894736842104
MBOAT7	mid: >23, <=33	4	76	5.263157894736842
MBOAT7	high: >33	71	76	93.42105263157895
MC1R	mid: >23, <=33	9	74	12.162162162162163
MC1R	high: >33	65	74	87.83783783783784
MDK	mid: >23, <=33	1	76	1.3157894736842104
MDK	high: >33	75	76	98.68421052631578
MICB	mid: >23, <=33	3	76	3.9473684210526314
MICB	high: >33	73	76	96.05263157894737
MLC1	mid: >23, <=33	4	76	5.263157894736842
MLC1	high: >33	72	76	94.73684210526315
MLPH	low: >17, <= 23	2	76	2.631578947368421
MLPH	mid: >23, <=33	5	76	6.578947368421052
MLPH	high: >33	69	76	90.78947368421053
MOGS	mid: >23, <=33	7	76	9.210526315789473
MOGS	high: >33	69	76	90.78947368421053
MPG	very low: <= 17	17	74	22.972972972972975
MPG	low: >17, <= 23	5	74	6.756756756756757
MPG	high: >33	52	74	70.27027027027027
MST1R	mid: >23, <=33	1	76	1.3157894736842104
MST1R	high: >33	75	76	98.68421052631578
MUC1	very low: <= 17	5	74	6.756756756756757
MUC1	low: >17, <= 23	29	74	39.189189189189186
MUC1	mid: >23, <=33	10	74	13.513513513513514
MUC1	high: >33	30	74	40.54054054054054
MUC12	high: >33	72	72	100
MUC13	high: >33	76	76	100
MUC15	mid: >23, <=33	10	76	13.157894736842104
MUC15	high: >33	66	76	86.8421052631579
MUC16	high: >33	74	74	100
MUC19	high: >33	76	76	100
MUC2	very low: <= 17	3	74	4.054054054054054
MUC2	low: >17, <= 23	1	74	1.3513513513513513
MUC2	mid: >23, <=33	3	74	4.054054054054054
MUC2	high: >33	67	74	90.54054054054053
MUC20	very low: <= 17	10	52	19.230769230769234
MUC20	low: >17, <= 23	6	52	11.538461538461538
MUC20	mid: >23, <=33	9	52	17.307692307692307
MUC20	high: >33	27	52	51.92307692307693
MUC21	mid: >23, <=33	4	76	5.263157894736842
MUC21	high: >33	72	76	94.73684210526315
MUC22	high: >33	76	76	100
MUC4	very low: <= 17	3	76	3.9473684210526314
MUC4	low: >17, <= 23	7	76	9.210526315789473
MUC4	high: >33	66	76	86.8421052631579
MUC5AC	high: >33	76	76	100
MUC5B	very low: <= 17	1	76	1.3157894736842104
MUC5B	high: >33	75	76	98.68421052631578
MUC6	very low: <= 17	11	76	14.473684210526317
MUC6	low: >17, <= 23	3	76	3.9473684210526314
MUC6	mid: >23, <=33	2	76	2.631578947368421
MUC6	high: >33	60	76	78.94736842105263
MUC7	high: >33	76	76	100
MUSK	low: >17, <= 23	1	76	1.3157894736842104
MUSK	mid: >23, <=33	9	76	11.842105263157894
MUSK	high: >33	66	76	86.8421052631579
MYO9B	high: >33	76	76	100
MYOT	high: >33	76	76	100
MYT1	mid: >23, <=33	2	76	2.631578947368421
MYT1	high: >33	74	76	97.36842105263158
NACA	mid: >23, <=33	2	76	2.631578947368421
NACA	high: >33	74	76	97.36842105263158
NDUFA6	high: >33	76	76	100
NDUFAF1	low: >17, <= 23	2	76	2.631578947368421
NDUFAF1	mid: >23, <=33	1	76	1.3157894736842104
NDUFAF1	high: >33	73	76	96.05263157894737
NDUFB1	high: >33	76	76	100
NDUFV3	mid: >23, <=33	5	76	6.578947368421052
NDUFV3	high: >33	71	76	93.42105263157895
NLRP12	high: >33	76	76	100
NLRP2	high: >33	76	76	100
NOD1	very low: <= 17	5	76	6.578947368421052
NOD1	high: >33	71	76	93.42105263157895
NPM1	low: >17, <= 23	1	76	1.3157894736842104
NPM1	mid: >23, <=33	2	76	2.631578947368421
NPM1	high: >33	73	76	96.05263157894737
NPPA	mid: >23, <=33	1	76	1.3157894736842104
NPPA	high: >33	75	76	98.68421052631578
OPRL1	very low: <= 17	2	76	2.631578947368421
OPRL1	low: >17, <= 23	10	76	13.157894736842104
OPRL1	mid: >23, <=33	13	76	17.105263157894736
OPRL1	high: >33	51	76	67.10526315789474
ORC6	mid: >23, <=33	42	76	55.26315789473685
ORC6	high: >33	34	76	44.73684210526316
P2RX2	low: >17, <= 23	1	76	1.3157894736842104
P2RX2	mid: >23, <=33	25	76	32.89473684210527
P2RX2	high: >33	50	76	65.78947368421053
P2RX5	very low: <= 17	11	74	14.864864864864865
P2RX5	low: >17, <= 23	7	74	9.45945945945946
P2RX5	mid: >23, <=33	2	74	2.7027027027027026
P2RX5	high: >33	54	74	72.97297297297297
PAPSS2	high: >33	76	76	100
PCBP1	mid: >23, <=33	12	76	15.789473684210526
PCBP1	high: >33	64	76	84.21052631578947
PCCB	high: >33	76	76	100
PCDHA10	high: >33	76	76	100
PCMT1	mid: >23, <=33	1	76	1.3157894736842104
PCMT1	high: >33	75	76	98.68421052631578
PDE6B	low: >17, <= 23	9	76	11.842105263157894
PDE6B	high: >33	67	76	88.1578947368421
PDLIM3	high: >33	76	76	100
PDPK1	high: >33	76	76	100
PDSS1	high: >33	76	76	100
PEX5	low: >17, <= 23	2	76	2.631578947368421
PEX5	mid: >23, <=33	16	76	21.052631578947366
PEX5	high: >33	58	76	76.31578947368422
PGAM5	very low: <= 17	1	76	1.3157894736842104
PGAM5	low: >17, <= 23	7	76	9.210526315789473
PGAM5	mid: >23, <=33	1	76	1.3157894736842104
PGAM5	high: >33	67	76	88.1578947368421
PHKG2	very low: <= 17	10	76	13.157894736842104
PHKG2	mid: >23, <=33	24	76	31.57894736842105
PHKG2	high: >33	42	76	55.26315789473685
PIGV	high: >33	76	76	100
PKD1	mid: >23, <=33	3	70	4.285714285714286
PKD1	high: >33	67	70	95.71428571428572
PKN3	mid: >23, <=33	6	76	7.894736842105263
PKN3	high: >33	70	76	92.10526315789474
PLTP	high: >33	76	76	100
PNKP	high: >33	76	76	100
PPIA	high: >33	76	76	100
PPIP5K1	high: >33	76	76	100
PRG4	low: >17, <= 23	1	76	1.3157894736842104
PRG4	high: >33	75	76	98.68421052631578
PRKCG	mid: >23, <=33	10	76	13.157894736842104
PRKCG	high: >33	66	76	86.8421052631579
PROZ	very low: <= 17	5	76	6.578947368421052
PROZ	low: >17, <= 23	17	76	22.36842105263158
PROZ	mid: >23, <=33	8	76	10.526315789473683
PROZ	high: >33	46	76	60.526315789473685
PSPH	mid: >23, <=33	1	76	1.3157894736842104
PSPH	high: >33	75	76	98.68421052631578
PTEN	high: >33	76	76	100
PTK6	very low: <= 17	2	76	2.631578947368421
PTK6	low: >17, <= 23	1	76	1.3157894736842104
PTK6	mid: >23, <=33	3	76	3.9473684210526314
PTK6	high: >33	70	76	92.10526315789474
PTPRC	high: >33	76	76	100
PXDN	high: >33	76	76	100
RFX2	high: >33	74	74	100
RGPD3	low: >17, <= 23	1	76	1.3157894736842104
RGPD3	mid: >23, <=33	4	76	5.263157894736842
RGPD3	high: >33	71	76	93.42105263157895
RHCE	high: >33	76	76	100
RHOA	mid: >23, <=33	5	76	6.578947368421052
RHOA	high: >33	71	76	93.42105263157895
RNF212	mid: >23, <=33	3	76	3.9473684210526314
RNF212	high: >33	73	76	96.05263157894737
RNF213	high: >33	76	76	100
RPIA	high: >33	76	76	100
RPL22	high: >33	76	76	100
RPN1	very low: <= 17	11	76	14.473684210526317
RPN1	high: >33	65	76	85.52631578947368
SAR1B	mid: >23, <=33	5	76	6.578947368421052
SAR1B	high: >33	71	76	93.42105263157895
SBK3	low: >17, <= 23	3	76	3.9473684210526314
SBK3	mid: >23, <=33	2	76	2.631578947368421
SBK3	high: >33	71	76	93.42105263157895
SEC63	high: >33	76	76	100
SEMG1	mid: >23, <=33	15	76	19.736842105263158
SEMG1	high: >33	61	76	80.26315789473685
SERPINF2	high: >33	76	76	100
SH2B1	mid: >23, <=33	35	76	46.05263157894737
SH2B1	high: >33	41	76	53.94736842105263
SIGLEC16	high: >33	76	76	100
SLC17A5	low: >17, <= 23	1	76	1.3157894736842104
SLC17A5	mid: >23, <=33	1	76	1.3157894736842104
SLC17A5	high: >33	74	76	97.36842105263158
SLC22A1	mid: >23, <=33	2	76	2.631578947368421
SLC22A1	high: >33	74	76	97.36842105263158
SLC22A12	low: >17, <= 23	1	76	1.3157894736842104
SLC22A12	mid: >23, <=33	19	76	25
SLC22A12	high: >33	56	76	73.68421052631578
SLC27A4	high: >33	76	76	100
SLC27A5	mid: >23, <=33	3	74	4.054054054054054
SLC27A5	high: >33	71	74	95.94594594594594
SLC29A4	high: >33	76	76	100
SLC6A18	low: >17, <= 23	1	76	1.3157894736842104
SLC6A18	mid: >23, <=33	2	76	2.631578947368421
SLC6A18	high: >33	73	76	96.05263157894737
SLC6A3	high: >33	76	76	100
SMG1	mid: >23, <=33	1	74	1.3513513513513513
SMG1	high: >33	73	74	98.64864864864865
SMOC2	high: >33	76	76	100
SNTG2	very low: <= 17	1	74	1.3513513513513513
SNTG2	high: >33	73	74	98.64864864864865
SOHLH1	mid: >23, <=33	1	76	1.3157894736842104
SOHLH1	high: >33	75	76	98.68421052631578
SPI1	very low: <= 17	1	76	1.3157894736842104
SPI1	high: >33	75	76	98.68421052631578
SPRN	very low: <= 17	1	76	1.3157894736842104
SPRN	low: >17, <= 23	1	76	1.3157894736842104
SPRN	mid: >23, <=33	3	76	3.9473684210526314
SPRN	high: >33	71	76	93.42105263157895
SRR	mid: >23, <=33	1	76	1.3157894736842104
SRR	high: >33	75	76	98.68421052631578
SSTR5	mid: >23, <=33	4	76	5.263157894736842
SSTR5	high: >33	72	76	94.73684210526315
STK11	high: >33	76	76	100
STXBP2	mid: >23, <=33	1	76	1.3157894736842104
STXBP2	high: >33	75	76	98.68421052631578
SUZ12	high: >33	76	76	100
TAP1	high: >33	76	76	100
TAP2	high: >33	76	76	100
TBXA2R	mid: >23, <=33	1	74	1.3513513513513513
TBXA2R	high: >33	73	74	98.64864864864865
TCF3	low: >17, <= 23	5	76	6.578947368421052
TCF3	mid: >23, <=33	2	76	2.631578947368421
TCF3	high: >33	69	76	90.78947368421053
TERT	very low: <= 17	2	76	2.631578947368421
TERT	high: >33	74	76	97.36842105263158
THBS2	very low: <= 17	1	76	1.3157894736842104
THBS2	mid: >23, <=33	2	76	2.631578947368421
THBS2	high: >33	73	76	96.05263157894737
TJP2	high: >33	74	74	100
TM4SF19	very low: <= 17	3	74	4.054054054054054
TM4SF19	low: >17, <= 23	8	74	10.81081081081081
TM4SF19	mid: >23, <=33	3	74	4.054054054054054
TM4SF19	high: >33	60	74	81.08108108108108
TMC6	low: >17, <= 23	1	76	1.3157894736842104
TMC6	mid: >23, <=33	2	76	2.631578947368421
TMC6	high: >33	73	76	96.05263157894737
TNNI3	low: >17, <= 23	3	76	3.9473684210526314
TNNI3	mid: >23, <=33	18	76	23.684210526315788
TNNI3	high: >33	55	76	72.36842105263158
TNNT1	very low: <= 17	1	76	1.3157894736842104
TNNT1	low: >17, <= 23	1	76	1.3157894736842104
TNNT1	mid: >23, <=33	2	76	2.631578947368421
TNNT1	high: >33	72	76	94.73684210526315
TPCN2	high: >33	76	76	100
TPO	very low: <= 17	3	76	3.9473684210526314
TPO	low: >17, <= 23	1	76	1.3157894736842104
TPO	high: >33	72	76	94.73684210526315
TRAPPC10	low: >17, <= 23	7	76	9.210526315789473
TRAPPC10	mid: >23, <=33	10	76	13.157894736842104
TRAPPC10	high: >33	59	76	77.63157894736842
TRBV9	high: >33	76	76	100
TRMT1	mid: >23, <=33	4	76	5.263157894736842
TRMT1	high: >33	72	76	94.73684210526315
TRPM4	very low: <= 17	1	76	1.3157894736842104
TRPM4	mid: >23, <=33	1	76	1.3157894736842104
TRPM4	high: >33	74	76	97.36842105263158
TTC37	high: >33	76	76	100
TTLL1	high: >33	76	76	100
TUBGCP6	mid: >23, <=33	3	76	3.9473684210526314
TUBGCP6	high: >33	73	76	96.05263157894737
TYK2	low: >17, <= 23	3	76	3.9473684210526314
TYK2	mid: >23, <=33	3	76	3.9473684210526314
TYK2	high: >33	70	76	92.10526315789474
TYMS	low: >17, <= 23	1	76	1.3157894736842104
TYMS	mid: >23, <=33	8	76	10.526315789473683
TYMS	high: >33	67	76	88.1578947368421
UGT2A1	high: >33	76	76	100
UNKL	mid: >23, <=33	5	74	6.756756756756757
UNKL	high: >33	69	74	93.24324324324324
USP8	high: >33	76	76	100
UVSSA	high: >33	76	76	100
VANGL1	high: >33	76	76	100
VKORC1	low: >17, <= 23	1	76	1.3157894736842104
VKORC1	mid: >23, <=33	15	76	19.736842105263158
VKORC1	high: >33	60	76	78.94736842105263
ZAN	mid: >23, <=33	4	76	5.263157894736842
ZAN	high: >33	72	76	94.73684210526315
ZNF141	high: >33	76	76	100
